description,amount,is_recurring,source,month,account_type,debit_credit
"Employee salaries, benefits, and payroll taxes",6583.96,0,Wire Transfer,1,expense,debit
"Electricity, water, and gas bills",143.85,0,ACH Transfer,1,expense,debit
"Gasoline, car insurance, or repairs",321.42,0,Wire Transfer,1,expense,debit
Pharmacy prescription / Doctor copay,241.05,0,Wire Transfer,1,expense,debit
Pharmacy prescription / Doctor copay,266.1,0,Cash,1,expense,debit
Supermarket purchase (food/supplies),162.68,0,Wire Transfer,1,expense,debit
"Purchase of machinery, computers, or office hardware",6087.82,0,Digital Wallet,1,asset,debit
Credit card balance payoff from checking account,549.0,0,Digital Wallet,1,liability,debit
"Purchase of machinery, computers, or office hardware",5983.53,0,Digital Wallet,1,asset,debit
"Cloud infrastructure, accounting & CRM tools",185.94,0,Wire Transfer,1,expense,debit
Raw materials and inventory purchases,668.89,0,Credit Card,1,expense,debit
"Purchase of machinery, computers, or office hardware",878.02,0,Credit Card,1,asset,debit
Supermarket purchase (food/supplies),156.21,0,Digital Wallet,1,expense,debit
Restaurant bill / food delivery,85.38,0,Credit Card,1,expense,debit
Interest charge on business debt/credit lines,296.36,0,Checking Account,1,expense,debit
Raw materials and inventory purchases,2673.29,0,Credit Card,1,expense,debit
"Cloud infrastructure, accounting & CRM tools",378.6,0,Wire Transfer,1,expense,debit
Pharmacy prescription / Doctor copay,99.49,0,Wire Transfer,1,expense,debit
Pharmacy prescription / Doctor copay,100.68,0,ACH Transfer,1,expense,debit
"Employee salaries, benefits, and payroll taxes",6622.02,0,Checking Account,1,expense,debit
"Electricity, water, and gas bills",168.58,0,Cash,2,expense,debit
Capital contributed by business owner/investor,8947.47,0,ACH Transfer,2,equity,credit
Interest charge on business debt/credit lines,155.79,0,Digital Wallet,2,expense,debit
Raw materials and inventory purchases,2111.07,0,Credit Card,2,expense,debit
Restaurant bill / food delivery,62.3,0,Cash,2,expense,debit
"Electricity, water, and gas bills",184.77,0,Cash,2,expense,debit
"Cloud infrastructure, accounting & CRM tools",114.47,0,ACH Transfer,2,expense,debit
Raw materials and inventory purchases,4019.25,0,ACH Transfer,2,expense,debit
"Gasoline, car insurance, or repairs",154.21,0,Wire Transfer,2,expense,debit
Monthly salary direct deposit,3192.13,0,Digital Wallet,2,revenue,credit
Client invoice generated for B2B services rendered,4626.6,0,Wire Transfer,2,revenue,credit
Capital contributed by business owner/investor,9105.12,0,Checking Account,2,equity,credit
Owner cash withdrawal for personal use,6503.81,0,Credit Card,2,equity,debit
Pharmacy prescription / Doctor copay,253.37,0,Checking Account,2,expense,debit
Restaurant bill / food delivery,44.01,0,ACH Transfer,2,expense,debit
"Employee salaries, benefits, and payroll taxes",22293.81,0,Cash,2,expense,debit
Raw materials and inventory purchases,2628.61,0,Cash,2,expense,debit
Restaurant bill / food delivery,70.7,0,Checking Account,2,expense,debit
Client invoice generated for B2B services rendered,6655.72,0,Cash,2,revenue,credit
"Purchase of machinery, computers, or office hardware",4339.52,0,Checking Account,2,asset,debit
Interest charge on business debt/credit lines,137.73,0,Cash,2,expense,debit
"Electricity, water, and gas bills",198.28,0,Wire Transfer,2,expense,debit
Capital contributed by business owner/investor,5751.02,0,Checking Account,2,equity,credit
"Purchase of machinery, computers, or office hardware",3851.29,0,Digital Wallet,2,asset,debit
Stock dividend or savings interest payout,278.05,0,Checking Account,2,revenue,credit
Restaurant bill / food delivery,64.3,0,Cash,2,expense,debit
Raw materials and inventory purchases,4602.77,0,Checking Account,2,expense,debit
"Employee salaries, benefits, and payroll taxes",9584.09,0,Wire Transfer,2,expense,debit
"Employee salaries, benefits, and payroll taxes",11207.13,0,ACH Transfer,2,expense,debit
Commercial property rental fee,3437.73,0,Credit Card,2,expense,debit
Direct cash/card sales to customers,1867.4,0,Digital Wallet,2,revenue,credit
"Purchase of machinery, computers, or office hardware",4320.89,0,Wire Transfer,2,asset,debit
Monthly residential lease/mortgage payment,1579.8,0,Credit Card,2,expense,debit
Direct cash/card sales to customers,2210.03,0,Checking Account,2,revenue,credit
"Employee salaries, benefits, and payroll taxes",11248.08,0,Checking Account,2,expense,debit
Stock dividend or savings interest payout,254.93,0,ACH Transfer,2,revenue,credit
"Employee salaries, benefits, and payroll taxes",19987.68,0,Cash,2,expense,debit
Monthly residential lease/mortgage payment,2317.43,0,Checking Account,2,expense,debit
"Cloud infrastructure, accounting & CRM tools",476.77,0,Wire Transfer,2,expense,debit
"Employee salaries, benefits, and payroll taxes",18946.56,0,Wire Transfer,2,expense,debit
"Electricity, water, and gas bills",226.99,0,Wire Transfer,2,expense,debit
Direct cash/card sales to customers,4473.54,0,Checking Account,2,revenue,credit
Supermarket purchase (food/supplies),55.38,0,Credit Card,2,expense,debit
Monthly residential lease/mortgage payment,1698.58,0,ACH Transfer,2,expense,debit
Repayment of principal on commercial loan,2271.48,0,Checking Account,2,liability,debit
Supermarket purchase (food/supplies),51.8,0,Wire Transfer,2,expense,debit
Commercial property rental fee,5758.86,0,Credit Card,2,expense,debit
"Gasoline, car insurance, or repairs",397.65,0,ACH Transfer,2,expense,debit
Owner cash withdrawal for personal use,5522.17,0,ACH Transfer,2,equity,debit
Supermarket purchase (food/supplies),125.11,0,ACH Transfer,2,expense,debit
Monthly salary direct deposit,3265.23,0,Wire Transfer,2,revenue,credit
Repayment of principal on commercial loan,2007.72,0,Credit Card,2,liability,debit
Commercial property rental fee,2906.47,0,Cash,2,expense,debit
"Purchase of machinery, computers, or office hardware",3700.08,0,Digital Wallet,2,asset,debit
"Electricity, water, and gas bills",131.66,0,Wire Transfer,2,expense,debit
Capital contributed by business owner/investor,24717.47,0,Digital Wallet,2,equity,credit
Monthly residential lease/mortgage payment,1301.31,0,Wire Transfer,2,expense,debit
Credit card balance payoff from checking account,233.46,0,Credit Card,2,liability,debit
"Cloud infrastructure, accounting & CRM tools",647.97,0,Digital Wallet,2,expense,debit
Client invoice generated for B2B services rendered,10230.94,0,Digital Wallet,2,revenue,credit
Monthly residential lease/mortgage payment,2628.6,0,Digital Wallet,2,expense,debit
"Cloud infrastructure, accounting & CRM tools",434.51,0,ACH Transfer,2,expense,debit
Monthly residential lease/mortgage payment,1252.02,0,Checking Account,2,expense,debit
Interest charge on business debt/credit lines,697.45,0,Wire Transfer,2,expense,debit
Stock dividend or savings interest payout,131.45,0,Credit Card,2,revenue,credit
Repayment of principal on commercial loan,2634.2,0,Wire Transfer,2,liability,debit
Pharmacy prescription / Doctor copay,250.07,0,Cash,2,expense,debit
"Electricity, water, and gas bills",148.94,0,Cash,2,expense,debit
Client invoice generated for B2B services rendered,2020.2,0,Checking Account,2,revenue,credit
Stock dividend or savings interest payout,213.85,0,Wire Transfer,2,revenue,credit
Commercial property rental fee,2594.92,0,Wire Transfer,2,expense,debit
Monthly salary direct deposit,5224.47,0,Credit Card,2,revenue,credit
"Purchase of machinery, computers, or office hardware",7020.65,0,Cash,2,asset,debit
Owner cash withdrawal for personal use,7093.63,0,Cash,2,equity,debit
Repayment of principal on commercial loan,1457.35,0,ACH Transfer,2,liability,debit
Client invoice generated for B2B services rendered,9328.64,0,Checking Account,2,revenue,credit
Supermarket purchase (food/supplies),165.28,0,Cash,2,expense,debit
Restaurant bill / food delivery,103.88,0,Cash,2,expense,debit
Monthly residential lease/mortgage payment,2503.42,0,Digital Wallet,2,expense,debit
Credit card balance payoff from checking account,241.88,0,Digital Wallet,2,liability,debit
Pharmacy prescription / Doctor copay,172.28,0,Checking Account,2,expense,debit
Client invoice generated for B2B services rendered,6151.65,0,Checking Account,2,revenue,credit
"Cloud infrastructure, accounting & CRM tools",104.12,0,Digital Wallet,2,expense,debit
Commercial property rental fee,3950.53,0,Digital Wallet,2,expense,debit
Monthly salary direct deposit,4841.28,0,ACH Transfer,2,revenue,credit
Raw materials and inventory purchases,4673.92,0,Credit Card,2,expense,debit
Interest charge on business debt/credit lines,237.52,0,Wire Transfer,2,expense,debit
"Employee salaries, benefits, and payroll taxes",11489.27,0,Wire Transfer,2,expense,debit
"Gasoline, car insurance, or repairs",537.69,0,Digital Wallet,3,expense,debit
"Gasoline, car insurance, or repairs",470.86,0,Checking Account,3,expense,debit
"Purchase of machinery, computers, or office hardware",1662.04,0,Checking Account,3,asset,debit
Repayment of principal on commercial loan,1285.33,0,Cash,3,liability,debit
"Cloud infrastructure, accounting & CRM tools",627.01,0,Credit Card,3,expense,debit
"Purchase of machinery, computers, or office hardware",6134.72,0,Wire Transfer,3,asset,debit
"Gasoline, car insurance, or repairs",86.09,0,Digital Wallet,3,expense,debit
Raw materials and inventory purchases,2609.8,0,Checking Account,3,expense,debit
Stock dividend or savings interest payout,16.21,0,Credit Card,3,revenue,credit
Owner cash withdrawal for personal use,3640.39,0,ACH Transfer,3,equity,debit
Restaurant bill / food delivery,16.26,0,Credit Card,3,expense,debit
Capital contributed by business owner/investor,6299.12,0,Digital Wallet,3,equity,credit
Interest charge on business debt/credit lines,590.5,0,ACH Transfer,3,expense,debit
Monthly salary direct deposit,5753.02,0,Credit Card,3,revenue,credit
Supermarket purchase (food/supplies),54.12,0,Digital Wallet,3,expense,debit
Supermarket purchase (food/supplies),195.76,0,Wire Transfer,3,expense,debit
Monthly residential lease/mortgage payment,1495.03,0,Digital Wallet,3,expense,debit
Pharmacy prescription / Doctor copay,279.7,0,Credit Card,3,expense,debit
Repayment of principal on commercial loan,885.17,0,ACH Transfer,3,liability,debit
"Gasoline, car insurance, or repairs",388.14,0,Wire Transfer,3,expense,debit
Owner cash withdrawal for personal use,6095.01,0,Credit Card,3,equity,debit
Direct cash/card sales to customers,923.03,0,Checking Account,3,revenue,credit
"Cloud infrastructure, accounting & CRM tools",99.92,0,Cash,3,expense,debit
Raw materials and inventory purchases,4414.21,0,Wire Transfer,3,expense,debit
Raw materials and inventory purchases,2870.58,0,Wire Transfer,3,expense,debit
Direct cash/card sales to customers,596.78,0,Wire Transfer,3,revenue,credit
"Employee salaries, benefits, and payroll taxes",16090.91,0,Checking Account,3,expense,debit
"Employee salaries, benefits, and payroll taxes",19734.63,0,Wire Transfer,3,expense,debit
"Gasoline, car insurance, or repairs",562.29,0,Checking Account,3,expense,debit
"Electricity, water, and gas bills",233.16,0,Checking Account,3,expense,debit
Credit card balance payoff from checking account,1222.47,0,Cash,3,liability,debit
"Cloud infrastructure, accounting & CRM tools",646.89,0,Digital Wallet,3,expense,debit
Commercial property rental fee,5471.05,0,Digital Wallet,3,expense,debit
Repayment of principal on commercial loan,2460.6,0,Cash,3,liability,debit
Client invoice generated for B2B services rendered,11734.47,0,Digital Wallet,3,revenue,credit
"Electricity, water, and gas bills",291.81,0,ACH Transfer,3,expense,debit
Stock dividend or savings interest payout,385.26,0,Digital Wallet,3,revenue,credit
"Electricity, water, and gas bills",147.02,0,ACH Transfer,3,expense,debit
Credit card balance payoff from checking account,1213.92,0,Wire Transfer,3,liability,debit
Commercial property rental fee,5400.83,0,Credit Card,3,expense,debit
"Purchase of machinery, computers, or office hardware",2812.92,0,Wire Transfer,3,asset,debit
Interest charge on business debt/credit lines,420.62,0,ACH Transfer,3,expense,debit
Restaurant bill / food delivery,119.2,0,Cash,3,expense,debit
Monthly residential lease/mortgage payment,1271.5,0,ACH Transfer,3,expense,debit
Restaurant bill / food delivery,58.34,0,Digital Wallet,3,expense,debit
Client invoice generated for B2B services rendered,3725.65,0,Digital Wallet,3,revenue,credit
Credit card balance payoff from checking account,507.76,0,ACH Transfer,3,liability,debit
"Cloud infrastructure, accounting & CRM tools",354.27,0,Cash,3,expense,debit
Stock dividend or savings interest payout,362.95,0,ACH Transfer,3,revenue,credit
Pharmacy prescription / Doctor copay,263.04,0,Digital Wallet,3,expense,debit
Owner cash withdrawal for personal use,3295.76,0,Wire Transfer,3,equity,debit
"Electricity, water, and gas bills",156.63,0,Cash,3,expense,debit
Interest charge on business debt/credit lines,444.18,0,Credit Card,3,expense,debit
